   [mylog-info][INFO] [2017-05-11 16:49:28] org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [spring.xml]
   [mylog-info][INFO] [2017-05-11 16:49:29] org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [spring-mybatis.xml]
   [mylog-info][WARN] [2017-05-11 16:49:29] org.mybatis.spring.mapper.ClassPathMapperScanner.checkCandidate(226) | Skipping MapperFactoryBean with name 'deviceStatusMapper' and 'com.haro.netty.test.mapper.DeviceStatusMapper' mapperInterface. Bean already defined with the same name!
   [mylog-info][WARN] [2017-05-11 16:49:29] org.mybatis.spring.mapper.ClassPathMapperScanner.doScan(158) | No MyBatis mapper was found in '[com.haro.netty.test.mapper]' package. Please check your configuration.
   [mylog-info][INFO] [2017-05-11 16:49:29] org.springframework.core.io.support.PropertiesLoaderSupport.loadProperties(172) | Loading properties file from class path resource [dbconfig.properties]
   [mylog-info][INFO] [2017-05-11 16:49:29] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.<init>(153) | JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
   [mylog-info][INFO] [2017-05-11 16:49:29] com.alibaba.druid.pool.DruidDataSource.init(655) | {dataSource-1} inited
   [mylog-info][WARN] [2017-05-11 16:49:29] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:49:29] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:49:29] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:49:30] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:49:30] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:49:30] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:49:30] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:49:30] org.springframework.context.support.AbstractApplicationContext.refresh(546) | Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'deviceDeviceIccid': Injection of autowired dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Could not autowire field: private com.haro.netty.test.mapper.DeviceStatusMapper com.haro.netty.service.Impl.DeviceStatusServiceImpl.deviceStatusMapper; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type [com.haro.netty.test.mapper.DeviceStatusMapper] found for dependency: expected at least 1 bean which qualifies as autowire candidate for this dependency. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
Related cause: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][INFO] [2017-05-11 16:56:05] org.springframework.web.context.ContextLoader.initWebApplicationContext(305) | Root WebApplicationContext: initialization started
   [mylog-info][INFO] [2017-05-11 16:56:05] org.springframework.context.support.AbstractApplicationContext.prepareRefresh(578) | Refreshing Root WebApplicationContext: startup date [Thu May 11 16:56:05 CST 2017]; root of context hierarchy
   [mylog-info][INFO] [2017-05-11 16:56:05] org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [spring.xml]
   [mylog-info][INFO] [2017-05-11 16:56:05] org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [spring-mybatis.xml]
   [mylog-info][WARN] [2017-05-11 16:56:05] org.mybatis.spring.mapper.ClassPathMapperScanner.checkCandidate(226) | Skipping MapperFactoryBean with name 'deviceStatusMapper' and 'com.haro.netty.test.mapper.DeviceStatusMapper' mapperInterface. Bean already defined with the same name!
   [mylog-info][WARN] [2017-05-11 16:56:05] org.mybatis.spring.mapper.ClassPathMapperScanner.doScan(158) | No MyBatis mapper was found in '[com.haro.netty.test.mapper]' package. Please check your configuration.
   [mylog-info][INFO] [2017-05-11 16:56:05] org.springframework.core.io.support.PropertiesLoaderSupport.loadProperties(172) | Loading properties file from class path resource [dbconfig.properties]
   [mylog-info][INFO] [2017-05-11 16:56:05] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.<init>(153) | JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
   [mylog-info][INFO] [2017-05-11 16:56:05] com.alibaba.druid.pool.DruidDataSource.init(655) | {dataSource-1} inited
   [mylog-info][WARN] [2017-05-11 16:56:06] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:56:06] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:56:06] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:56:06] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:56:06] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
   [mylog-info][WARN] [2017-05-11 16:56:06] org.springframework.beans.factory.support.AbstractBeanFactory.getTypeForFactoryBean(1485) | Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'deviceStatusMapper' defined in file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceStatusMapper.class]: Unsatisfied dependency expressed through bean property 'sqlSessionFactory': Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [spring-mybatis.xml]: Invocation of init method failed; nested exception is org.springframework.core.NestedIOException: Failed to parse mapping resource: 'file [D:\workspace\opt\HCW\target\classes\com\haro\netty\test\mapper\DeviceMapper.xml]'; nested exception is org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.haro.netty.test.pojo.DeviceStatus'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.haro.netty.test.pojo.DeviceStatus
